Sentence,Tagged_Sentence,BIO_tags,Animated_NP,Animated_Prob_NP,Animated_Token,Animated_Prob_Token
"Es müssen noch mehr Fachkräfte her , um die Wirtschaft zu fördern .","Es müssen [START] noch mehr Fachkräfte [END] her , um [START] die Wirtschaft [END] zu fördern .","['O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']","[1, 1]",,"[0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]",
"Um es klar zu sagen : Wir lehnen es ab , die Wirtschaft großzügig mit billigen Arbeitskräften zu versorgen , um ihr einen Wettbewerbsvorteil zu verschaffen .","Um [START] es [END] klar zu sagen : [START] Wir [END] lehnen [START] es [END] ab , [START] die Wirtschaft [END] großzügig mit [START] billigen Arbeitskräften [END] zu versorgen , um [START] ihr [END] [START] einen Wettbewerbsvorteil [END] zu verschaffen .","['O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O']","[0, 1, 0, 1, 1, 0, 0]",,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Es ist völlig klar , dass das zu keiner Steigerung der Einkommen , sondern zu einem verstärkten Lohndruck gerade in den unteren Einkommensbereichen führt .","[START] Es [END] ist völlig klar , dass [START] das [END] zu [START] keiner Steigerung [END] [START] der Einkommen [END] , sondern zu [START] einem verstärkten Lohndruck [END] gerade in [START] den unteren Einkommensbereichen [END] führt .","['B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Im Ergebnis sinkt das Lohnniveau .,Im [START] Ergebnis [END] sinkt [START] das Lohnniveau [END] .,"['O', 'B', 'O', 'B', 'I', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0]",
"Ganz erstaunlich ist , liebe FDP , dass ausgerechnet Sie diese Zusammenhänge nicht verstehen oder nicht wahrhaben wollen .","Ganz erstaunlich ist , [START] liebe FDP [END] , dass [START] ausgerechnet Sie [END] [START] diese Zusammenhänge [END] nicht verstehen oder nicht wahrhaben wollen .","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 0, 0]",,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Meine Damen und Herren , die Anträge der Linken und der FDP sind uns , jeder auf seine Art und Weise , zu extrem , und deshalb werden wir sie ablehnen .","[START] Meine Damen [END] und [START] Herren [END] , [START] die Anträge [END] [START] der Linken [END] und [START] der FDP [END] sind [START] uns [END] , jeder auf [START] seine Art [END] und [START] Weise [END] , zu extrem , und deshalb werden [START] wir [END] [START] sie [END] ablehnen .","['B', 'I', 'O', 'B', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'O']","[1, 1, 0, 1, 1, 0, 0, 0, 1, 0]",,"[1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",
Vielen Dank .,Vielen Dank .,"['O', 'O', 'O']",[],,"[0, 0, 0]",
Vielen Dank .,Vielen Dank .,"['O', 'O', 'O']",[],,"[0, 0, 0]",
– Nächster Redner ist für die Fraktion der SPD der Kollege Johann Saathoff .,– [START] Nächster Redner [END] ist für [START] die Fraktion [END] [START] der SPD [END] [START] der Kollege Johann Saathoff [END] .,"['O', 'B', 'I', 'O', 'O', 'B', 'I', 'B', 'I', 'B', 'I', 'I', 'I', 'O']","[1, 1, 1, 1]",,"[0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",
Herr Präsident !,[START] Herr Präsident [END] !,"['B', 'I', 'O']",[1],,"[1, 1, 0]",
Meine Damen und Herren !,[START] Meine Damen [END] und [START] Herren [END] !,"['B', 'I', 'O', 'B', 'O']","[1, 1]",,"[1, 1, 0, 1, 0]",
"Wir als Linke haben uns schon für direkte Demokratie und die Ermöglichung von Volksentscheiden auf Bundesebene eingesetzt , als es die AfD noch gar nicht gab , und wir werden dieses Ansinnen auch dann noch unterstützen , wenn es die AfD nicht mehr geben wird .","[START] Wir [END] als [START] Linke [END] haben [START] uns [END] schon für [START] direkte Demokratie [END] und [START] die Ermöglichung [END] von [START] Volksentscheiden [END] auf [START] Bundesebene [END] eingesetzt , als [START] es [END] [START] die AfD [END] noch gar nicht gab , und [START] wir [END] werden [START] dieses Ansinnen [END] auch dann noch unterstützen , wenn [START] es [END] [START] die AfD [END] nicht mehr geben wird .","['B', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O']","[1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]",,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",
"Natürlich hoffe ich sehr , dass beide Dinge sehr schnell gehen , also die Durchsetzung direkter Demokratie ebenso wie das Verschwinden der AfD. Gleichwohl diskutieren wir heute über eine Gesetzesinitiative von Rechtsaußen , die vorgibt , durch eine Änderung des Grundgesetzes mehr Mitwirkungsrechte für Bürgerinnen und Bürger erreichen zu wollen .","Natürlich hoffe [START] ich [END] sehr , dass [START] beide Dinge [END] sehr schnell gehen , [START] also die Durchsetzung [END] [START] direkter Demokratie [END] ebenso wie das Verschwinden [START] der AfD. [END] Gleichwohl diskutieren [START] wir [END] heute über [START] eine Gesetzesinitiative [END] von [START] Rechtsaußen [END] , [START] die [END] vorgibt , durch [START] eine Änderung [END] [START] des Grundgesetzes [END] mehr Mitwirkungsrechte für [START] Bürgerinnen [END] und [START] Bürger [END] erreichen zu wollen .","['O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O']","[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1]",,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",
In Wirklichkeit geht es der AfD nicht um die Erweiterung von demokratischen Teilhabemöglichkeiten in unserem Land .,In [START] Wirklichkeit [END] geht es [START] der AfD [END] [START] nicht um die Erweiterung [END] von [START] demokratischen Teilhabemöglichkeiten [END] in [START] unserem Land [END] .,"['O', 'B', 'O', 'O', 'B', 'I', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'O']","[0, 1, 0, 0, 0]",,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Angesichts von Hass , Hetze und Polarisierung , die die AfD seit Jahren in den Parlamenten und auf den Straßen betreibt , ist dieses basisdemokratische Gehabe einfach nur zynisch .","Angesichts von [START] Hass [END] , [START] Hetze [END] und [START] Polarisierung [END] , [START] die [END] [START] die AfD [END] seit [START] Jahren [END] in [START] den Parlamenten [END] und auf [START] den Straßen [END] betreibt , ist [START] dieses basisdemokratische Gehabe [END] einfach nur zynisch .","['O', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'B', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 0, 1, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Die AfD will das repräsentative System nicht etwa mit sinnvollen plebiszitären Elementen ergänzen .,[START] Die AfD [END] will [START] das repräsentative System [END] nicht etwa mit [START] sinnvollen plebiszitären Elementen [END] ergänzen .,"['B', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O']","[1, 0, 0]",,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Sie bringt die direkte Demokratie in eine Frontstellung gegen die parlamentarische Ordnung .,[START] Sie [END] bringt [START] die direkte Demokratie [END] in [START] eine Frontstellung [END] gegen [START] die parlamentarische Ordnung [END] .,"['B', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Das wollen wir als Linke ausdrücklich nicht .,[START] Das [END] wollen [START] wir [END] als [START] Linke [END] ausdrücklich nicht .,"['B', 'O', 'B', 'O', 'B', 'O', 'O', 'O']","[0, 1, 1]",,"[0, 0, 1, 0, 1, 0, 0, 0]",
Die AfD verachtet den Parlamentarismus ; dafür gibt es diverse Belege .,[START] Die AfD [END] verachtet [START] den Parlamentarismus [END] ; dafür gibt es [START] diverse Belege [END] .,"['B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O']","[1, 0, 0]",,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Ich nenne nur ein Beispiel : Der AfD-Abgeordnete Enrico Komning , so berichtet der „ Spiegel “ im vergangenen Jahr , hat dazu ganz unverblümt erklärt – Zitat – : ... parlamentarischer Staat , oder wie auch immer diese Demokratie heißt , ... die wollen wir ja aber gar nicht .","[START] Ich [END] nenne [START] nur ein Beispiel [END] : [START] Der AfD-Abgeordnete Enrico Komning [END] , so berichtet [START] der „ Spiegel [END] “ im [START] vergangenen Jahr [END] , hat dazu ganz unverblümt erklärt [START] – Zitat [END] – : [START] ... parlamentarischer Staat [END] , oder wie auch immer [START] diese Demokratie [END] heißt , ... [START] die [END] wollen [START] wir [END] ja aber gar nicht .","['B', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O']","[1, 0, 1, 0, 0, 0, 1, 0, 0, 1]",,"[1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",
Die wollen wir doch abschaffen .,[START] Die [END] wollen [START] wir [END] doch abschaffen .,"['B', 'O', 'B', 'O', 'O', 'O']","[0, 1]",,"[0, 0, 1, 0, 0, 0]",
"Von einer Partei , meine Damen und Herren , wie der AfD , die unser Parlament derart verachtet , brauchen wir ganz sicher keine Belehrung in Sachen Demokratie .","Von [START] einer Partei [END] , [START] meine Damen [END] und [START] Herren [END] , wie der AfD , [START] die [END] [START] unser Parlament [END] derart verachtet , brauchen [START] wir [END] ganz sicher [START] keine Belehrung [END] in [START] Sachen Demokratie [END] .","['O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O']","[1, 1, 1, 0, 1, 1, 0, 0]",,"[0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
"Das ändert im Übrigen nichts an der Tatsache , dass wir hierzulande , was Volksentscheide anbelangt , keineswegs Vorreiter , sondern im europäischen Vergleich eher ein Entwicklungsland sind , sowohl in den Ländern als auch im Bund , wo abgesehen von der Entscheidung über die Fusion von Bundesländern keine Bürgerentscheide vorgesehen sind .","[START] Das [END] ändert im [START] Übrigen [END] [START] nichts [END] an [START] der Tatsache [END] , dass [START] wir [END] hierzulande , [START] was [END] [START] Volksentscheide [END] anbelangt , [START] keineswegs Vorreiter [END] , sondern im [START] europäischen Vergleich [END] eher [START] ein Entwicklungsland [END] sind , sowohl in [START] den Ländern [END] als auch im [START] Bund [END] , wo abgesehen von [START] der Entscheidung [END] über [START] die Fusion [END] von [START] Bundesländern [END] [START] keine Bürgerentscheide [END] vorgesehen sind .","['B', 'O', 'O', 'B', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'B', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",
"Herr Kollege Dr. Hahn , gestatten Sie eine Zwischenfrage aus der AfD ?","Herr [START] Kollege Dr. Hahn [END] , gestatten [START] Sie [END] [START] eine Zwischenfrage [END] aus [START] der AfD [END] ?","['O', 'B', 'I', 'I', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'O']","[1, 0, 0, 1]",,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0]",
"Nein , danke .","Nein , danke .","['O', 'O', 'O', 'O']",[],,"[0, 0, 0, 0]",
"– Was die fehlende Möglichkeit , Volksentscheide durchzuführen , angeht , sagen wir als Linke : Das darf so nicht bleiben .","– [START] Was [END] [START] die fehlende Möglichkeit [END] , [START] Volksentscheide [END] durchzuführen , angeht , sagen [START] wir [END] als [START] Linke [END] : [START] Das [END] darf so nicht bleiben .","['O', 'B', 'B', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 1, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",
"Meine Damen und Herren , einige hier im Haus wissen , dass ich 1990 am Runden Tisch der DDR mitwirken durfte .","[START] Meine Damen [END] und [START] Herren [END] , [START] einige [END] hier im [START] Haus [END] wissen , dass [START] ich [END] 1990 am [START] Runden Tisch [END] [START] der DDR [END] mitwirken durfte .","['B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O']","[1, 1, 0, 1, 1, 0, 1]",,"[1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]",
"Ich habe schon wiederholt an den Verfassungsentwurf dieses Gremiums erinnert , der aufgrund des Beitritts zur Bundesrepublik nicht mehr zur Geltung kam .","[START] Ich [END] habe schon wiederholt an [START] den Verfassungsentwurf [END] [START] dieses Gremiums [END] erinnert , [START] der [END] aufgrund [START] des Beitritts [END] zur [START] Bundesrepublik [END] nicht mehr zur [START] Geltung [END] kam .","['B', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O']","[1, 0, 1, 0, 0, 1, 0]",,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",
Eine der zentralen Forderungen der Bürgerbewegten war damals die Stärkung der direkten Demokratie und die Einführung von Volksentscheiden .,[START] Eine [END] [START] der zentralen Forderungen [END] [START] der Bürgerbewegten [END] war damals [START] die Stärkung [END] [START] der direkten Demokratie [END] und [START] die Einführung [END] von [START] Volksentscheiden [END] .,"['B', 'B', 'I', 'I', 'B', 'I', 'O', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Das fand dann zwar Eingang in die Verfassungen der ostdeutschen Bundesländer , in der Realität kam dies jedoch kaum zur Anwendung .","[START] Das [END] fand dann zwar [START] Eingang [END] in [START] die Verfassungen [END] [START] der ostdeutschen Bundesländer [END] , in [START] der Realität [END] kam [START] dies [END] jedoch kaum zur [START] Anwendung [END] .","['B', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'O']","[0, 0, 0, 1, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Vor allem gab es viel zu wenig erfolgreiche Initiativen .,Vor [START] allem [END] gab es [START] viel zu wenig erfolgreiche Initiativen [END] .,"['O', 'B', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O']","[0, 1]",,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0]",
"Ich war vor meinem Mandat hier in Berlin viele Jahre im Sächsischen Landtag tätig und habe dort erlebt , dass diverse Volksanträge gescheitert sind , weil die Bürgerinnen und Bürger letztlich niemals darüber abstimmen durften .","[START] Ich [END] war vor [START] meinem Mandat [END] hier in [START] Berlin [END] [START] viele Jahre [END] im [START] Sächsischen Landtag [END] tätig und habe dort erlebt , dass [START] diverse Volksanträge [END] gescheitert sind , weil [START] die Bürgerinnen [END] und [START] Bürger [END] letztlich niemals darüber abstimmen durften .","['B', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 1, 0, 0, 1, 0, 1, 1]",,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",
"40 0 Unterschriften in der ersten Stufe waren noch machbar , aber wenn die regierungstragende Mehrheit den Antrag ablehnte , brauchte man 450 0 Unterschriften , was sich fast immer als undurchführbar erwies .","[START] 40 0 Unterschriften [END] in [START] der ersten Stufe [END] waren noch machbar , aber wenn [START] die regierungstragende Mehrheit [END] [START] den Antrag [END] ablehnte , brauchte [START] man [END] [START] 450 0 Unterschriften [END] , [START] was [END] [START] sich [END] fast immer als undurchführbar erwies .","['B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'O', 'O', 'B', 'B', 'I', 'I', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"In 30 Jahren gab es deshalb lediglich einen einzigen Volksentscheid in Sachsen , und zwar zum Thema „ Pro Kommunale Sparkasse “ , als die Staatsregierung über eine Holding deren Eigenständigkeit abschaffen wollte .","In [START] 30 Jahren [END] gab es deshalb lediglich [START] einen einzigen Volksentscheid [END] in [START] Sachsen [END] , und zwar zum [START] Thema [END] „ Pro [START] Kommunale Sparkasse [END] “ , als [START] die Staatsregierung [END] über [START] eine Holding [END] [START] deren [END] Eigenständigkeit abschaffen wollte .","['O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'B', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
"Die erforderlichen Unterschriften kamen letztlich nur dadurch zustande , dass es durch die Hunderten Filialen der Sparkassen im Land ausreichend Anlaufpunkte für die Bürgerinnen und Bürger gab , um ihre Unterschriften für die Durchführung eines Volksentscheides zu leisten .","[START] Die erforderlichen Unterschriften [END] kamen letztlich nur dadurch zustande , dass es durch [START] die Hunderten [END] [START] Filialen [END] [START] der Sparkassen [END] im [START] Land [END] [START] ausreichend Anlaufpunkte [END] für [START] die Bürgerinnen [END] und [START] Bürger [END] gab , um [START] ihre Unterschriften [END] für [START] die Durchführung [END] [START] eines Volksentscheides [END] zu leisten .","['B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'B', 'I', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Von daher geht es uns als Linke nicht nur darum , die Zulässigkeit von Volksentscheiden im Grundgesetz zu verankern , vielmehr muss die Umsetzung auch praktisch machbar sein .","Von daher geht es [START] uns [END] als [START] Linke [END] nicht nur darum , [START] die Zulässigkeit [END] von [START] Volksentscheiden [END] im [START] Grundgesetz [END] zu verankern , vielmehr muss [START] die Umsetzung [END] auch praktisch machbar sein .","['O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O']","[0, 1, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Dass das möglich ist , hat die Absenkung der für einen Volksentscheid erforderlichen Quoren für Unterschriften in Thüringen gezeigt , und auch in Sachsen gab es inzwischen zumindest Bewegungen in die richtige Richtung .","Dass [START] das [END] möglich ist , hat [START] die Absenkung [END] der für [START] einen Volksentscheid [END] erforderlichen Quoren für [START] Unterschriften [END] in [START] Thüringen [END] gezeigt , und auch in [START] Sachsen [END] gab es inzwischen [START] zumindest Bewegungen [END] in [START] die richtige Richtung [END] .","['O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Aber zurück zur Bundesebene .,Aber zurück zur [START] Bundesebene [END] .,"['O', 'O', 'O', 'B', 'O']",[0],,"[0, 0, 0, 0, 0]",
"Hier geht es darum , zunächst einmal die rechtlichen Voraussetzungen zu schaffen , dass Volksentscheide überhaupt durchgeführt werden können .","Hier geht es darum , zunächst einmal [START] die rechtlichen Voraussetzungen [END] zu schaffen , dass [START] Volksentscheide [END] überhaupt durchgeführt werden können .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Dass wir dieses hochsensible Thema natürlich nicht der AfD überlassen können oder wollen , zeigt der Umstand , dass wir als Linke bereits am 24 Oktober 2017 auf Drucksache 19 / 16 , also wenige Tage nach der Konstituierung des neuen Bundestages , den Entwurf eines Gesetzes zur Stärkung der direkten Demokratie im Grundgesetz in das Parlament eingebracht haben .","Dass [START] wir [END] [START] dieses hochsensible Thema [END] natürlich nicht [START] der AfD [END] überlassen können oder wollen , zeigt [START] der Umstand [END] , dass [START] wir [END] als [START] Linke [END] bereits am [START] 24 Oktober [END] 2017 auf [START] Drucksache [END] 19 / 16 , [START] also wenige Tage [END] nach [START] der Konstituierung [END] [START] des neuen Bundestages [END] , [START] den Entwurf [END] [START] eines Gesetzes [END] zur [START] Stärkung [END] [START] der direkten Demokratie [END] im [START] Grundgesetz [END] in [START] das Parlament [END] eingebracht haben .","['O', 'B', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'B', 'I', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O']","[1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",
