Sentence,Tagged_Sentence,BIO_tags,Animated_NP,Animated_Prob_NP,Animated_Token,Animated_Prob_Token
"Es gibt aber auch diejenigen , die nicht bleiben können , die von der Klimakrise gezwungen werden , ihr Zuhause zu verlassen .","Es gibt aber [START] auch diejenigen [END] , [START] die [END] nicht bleiben können , [START] die [END] von [START] der Klimakrise [END] gezwungen werden , ihr Zuhause zu verlassen .","['O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Für sie muss eine selbstbestimmte und frühzeitige und legale und würdevolle Migration möglich sein .,Für [START] sie [END] muss [START] eine selbstbestimmte und frühzeitige und legale und würdevolle Migration [END] möglich sein .,"['O', 'B', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Die Agenda 2030 , liebe Kolleginnen und Kollegen , und das Pariser Klimaabkommen sind keine Almosen ; sie sind Ausdruck globaler Gerechtigkeit .","[START] Die Agenda [END] 2030 , [START] liebe Kolleginnen [END] und [START] Kollegen [END] , und [START] das Pariser Klimaabkommen [END] sind [START] keine Almosen [END] ; [START] sie [END] sind [START] Ausdruck [END] [START] globaler Gerechtigkeit [END] .","['B', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Und gerade Deutschland hat als Mitverursacher der Klimakrise eine völkerrechtliche Verpflichtung und eine historische Verantwortung .,Und [START] gerade Deutschland [END] hat als [START] Mitverursacher [END] [START] der Klimakrise [END] [START] eine völkerrechtliche Verpflichtung [END] und [START] eine historische Verantwortung [END] .,"['O', 'B', 'I', 'O', 'O', 'B', 'B', 'I', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Als Augsburgerin sei mir erlaubt , mit Bert Brecht zu sagen : „ Ändere die Welt : sie braucht es !","Als [START] Augsburgerin [END] sei [START] mir [END] erlaubt , mit [START] Bert Brecht [END] zu sagen : „ Ändere [START] die Welt [END] : [START] sie [END] braucht [START] es [END] !","['O', 'B', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
“ Für die CDU / CSU-Fraktion hat das Wort der Kollege Volkmar Klein .,“ Für [START] die CDU [END] [START] / [END] [START] CSU-Fraktion [END] hat [START] das Wort [END] [START] der Kollege Volkmar Klein [END] .,"['O', 'O', 'B', 'I', 'B', 'B', 'O', 'B', 'I', 'B', 'I', 'I', 'I', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Nein .,Nein .,"['O', 'O']",[],,"[0, 0]",
Wir kämpfen dafür .,[START] Wir [END] kämpfen dafür .,"['B', 'O', 'O', 'O']",[0],,"[0, 0, 0, 0]",
Danke sehr .,Danke sehr .,"['O', 'O', 'O']",[],,"[0, 0, 0]",
"– Jetzt stellt die nächste Frage der Kollege Marc Bernhard , AfD. Vielen Dank .","– Jetzt stellt [START] die nächste Frage [END] [START] der Kollege Marc Bernhard [END] , [START] AfD. [END] Vielen Dank .","['O', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'I', 'I', 'O', 'B', 'O', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"– Herr Minister , ich fasse mich kurz .","– Herr [START] Minister [END] , [START] ich [END] fasse [START] mich [END] kurz .","['O', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",
"In der letzten Woche wurde durch Medienberichte bekannt , dass im deutschen Lebensmitteleinzelhandel auch polnisches Rohfleisch vermarktet wird .","In [START] der letzten Woche [END] wurde durch [START] Medienberichte [END] bekannt , dass im [START] deutschen Lebensmitteleinzelhandel [END] [START] auch polnisches Rohfleisch [END] vermarktet wird .","['O', 'B', 'I', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'O', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Meine Frage : Wie kann man ausschließen , dass infiziertes Fleisch aus Polen bei uns vermarktet wird und dass der unsachgemäße Umgang mit diesem Fleisch , den Sie eben beschrieben haben , bei uns zu einem Ausbruch führt ?","[START] Meine Frage [END] : Wie kann [START] man [END] ausschließen , dass [START] infiziertes Fleisch [END] aus [START] Polen [END] bei [START] uns [END] vermarktet wird und dass [START] der unsachgemäße Umgang [END] mit [START] diesem Fleisch [END] , [START] den [END] [START] Sie [END] eben beschrieben haben , bei [START] uns [END] zu [START] einem Ausbruch [END] führt ?","['B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Sehr geehrte Frau Präsidentin !,[START] Sehr geehrte Frau Präsidentin [END] !,"['B', 'I', 'I', 'I', 'O']",[0],,"[0, 0, 0, 0, 0]",
Liebe Kolleginnen und Kollegen !,[START] Liebe [END] Kolleginnen und [START] Kollegen [END] !,"['B', 'O', 'O', 'B', 'O']","[0, 0]",,"[0, 0, 0, 0, 0]",
"Cum / Ex ist ein Thema , das jedenfalls mein politisches Leben schon etwas länger verfolgt .","Cum / [START] Ex [END] ist [START] ein Thema [END] , [START] das [END] jedenfalls [START] mein politisches Leben [END] schon etwas länger verfolgt .","['O', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Heute ist ja ein ganz besonderer Tag : Im Ausschuss haben wir uns ausgiebig mit dem Thema beschäftigt .,Heute ist ja [START] ein ganz besonderer Tag [END] : Im [START] Ausschuss [END] haben [START] wir [END] [START] uns [END] ausgiebig mit [START] dem Thema [END] beschäftigt .,"['O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'B', 'O', 'B', 'B', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Wir haben eine Anhörung gehabt und jetzt folgt auch noch das Instrument der Aktuellen Stunde .,[START] Wir [END] haben [START] eine Anhörung [END] gehabt und jetzt folgt auch noch [START] das Instrument [END] [START] der Aktuellen Stunde [END] .,"['B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'I', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Das ist ein wirklich wichtiges Thema , mit dem wir uns beschäftigen und das wir uns auch in allen Facetten ansehen .","[START] Das [END] ist [START] ein wirklich wichtiges Thema [END] , mit [START] dem [END] [START] wir [END] [START] uns [END] beschäftigen und [START] das [END] [START] wir [END] [START] uns [END] auch in [START] allen Facetten [END] ansehen .","['B', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'B', 'B', 'B', 'O', 'O', 'B', 'B', 'B', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wichtig ist – das hat der Kollege De Masi gesagt ; fast möchte ich sagen , dass es das einzig Richtige an seiner Rede war – , dass das , was mit Cum / Ex gemacht worden ist , rechtswidrig war und ist .","[START] Wichtig ist – das [END] hat [START] der Kollege De Masi [END] gesagt ; fast möchte [START] ich [END] sagen , dass [START] es [END] [START] das einzig Richtige [END] an [START] seiner Rede [END] war – , dass [START] das [END] , [START] was [END] mit [START] Cum [END] / Ex gemacht worden ist , rechtswidrig war und ist .","['B', 'I', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Das ist unstrittig ; das war auch das Ergebnis des Untersuchungsausschusses , im Bericht auf 1 0 Seiten nachzulesen .","[START] Das [END] ist unstrittig ; [START] das [END] war [START] auch das Ergebnis [END] [START] des Untersuchungsausschusses [END] , im [START] Bericht [END] auf [START] 1 0 Seiten [END] nachzulesen .","['B', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Dort von einer Gesetzeslücke zu reden , wie es manche hochgeschätzte Professoren getan haben , ist aberwitzig und abwegig , wie das Finanzgericht Hessen festgestellt hat .","Dort von [START] einer Gesetzeslücke [END] zu reden , wie [START] es [END] [START] manche hochgeschätzte Professoren [END] getan haben , ist aberwitzig und abwegig , wie [START] das Finanzgericht Hessen [END] festgestellt hat .","['O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Von daher ist es richtig , dass man diesem Problem auch weiterhin auf den Grund geht , und das tun wir .","Von daher ist [START] es [END] richtig , dass [START] man [END] [START] diesem Problem [END] auch weiterhin auf [START] den Grund [END] geht , und [START] das [END] tun [START] wir [END] .","['O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
51 Fälle sind derzeit durch das Bundeszentralamt für Steuern abgeschlossen worden .,[START] 51 Fälle [END] sind derzeit durch [START] das Bundeszentralamt [END] für [START] Steuern [END] abgeschlossen worden .,"['B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Da sind immerhin 1,1 Milliarden Euro Kapitalertragsteuer zurückgefordert bzw. gar nicht erstattet worden .","Da sind [START] immerhin 1,1 Milliarden Euro Kapitalertragsteuer [END] zurückgefordert bzw. gar nicht erstattet worden .","['O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[0],,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Der Finanzminister hat heute in der Anhörung ausgeführt , es gebe noch weitere 500 Fälle in Bearbeitung .","[START] Der Finanzminister [END] hat heute in [START] der Anhörung [END] ausgeführt , es gebe [START] noch weitere 500 Fälle [END] in [START] Bearbeitung [END] .","['B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Von Steuerfahndern und Vertretern der Staatsanwaltschaften haben wir gehört , dass man dran ist .","Von [START] Steuerfahndern [END] und [START] Vertretern [END] [START] der Staatsanwaltschaften [END] haben [START] wir [END] gehört , dass [START] man [END] dran ist .","['O', 'B', 'O', 'B', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Ich möchte diesen Männern und Frauen mal ganz herzlich danken , weil die einen tollen Job machen .","[START] Ich [END] möchte [START] diesen Männern [END] und [START] Frauen [END] mal ganz herzlich danken , weil die [START] einen tollen Job [END] machen .","['B', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Es ist alles andere als einfach , Cum / Ex-Sachverhalte aufzudecken .","[START] Es [END] ist [START] alles andere [END] als einfach , [START] Cum [END] / [START] Ex-Sachverhalte [END] aufzudecken .","['B', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Man stellt sich das immer so einfach vor .,[START] Man [END] stellt [START] sich [END] [START] das [END] immer so einfach vor .,"['B', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Aber vor dem Hintergrund der Dinge , die passiert sind , und der politischen Rolle , die Hamburg dabei spielt , ergeben sich natürlich Fragen .","Aber vor [START] dem Hintergrund [END] [START] der Dinge [END] , [START] die [END] passiert sind , und [START] der politischen Rolle [END] , [START] die [END] [START] Hamburg [END] dabei spielt , ergeben [START] sich [END] natürlich [START] Fragen [END] .","['O', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Ich frage mich schon – gar nicht bezogen auf eine Person oder dieser die Schuld zuweisend – , warum man 2016 Ansprüche hat verjähren lassen .","[START] Ich [END] frage [START] mich [END] schon – gar nicht bezogen auf [START] eine Person [END] oder [START] dieser [END] [START] die Schuld [END] zuweisend – , warum [START] man [END] 2016 [START] Ansprüche [END] hat verjähren lassen .","['B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Man muss sich erinnern : Anfang 2016 hat der Untersuchungsausschuss hier angefangen zu arbeiten .,[START] Man [END] muss [START] sich [END] erinnern : [START] Anfang [END] 2016 hat [START] der Untersuchungsausschuss [END] hier angefangen zu arbeiten .,"['B', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"2016 gab es das erste Urteil des Finanzgerichtes Hessen , es gab die ersten Durchsuchungen .","2016 gab es [START] das erste Urteil [END] [START] des Finanzgerichtes Hessen [END] , es gab [START] die ersten Durchsuchungen [END] .","['O', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Das Thema Cum / Ex war also in die Öffentlichkeit gekommen .,[START] Das Thema Cum / Ex [END] war also in [START] die Öffentlichkeit [END] gekommen .,"['B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Warum also hat man in diesem Zeitraum etwas verjähren lassen ?,Warum also hat [START] man [END] in [START] diesem Zeitraum [END] [START] etwas [END] verjähren lassen ?,"['O', 'O', 'O', 'B', 'O', 'B', 'I', 'B', 'O', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Es ging ja gar nicht unbedingt darum , die Bank zu zwingen , etwas zurückzuzahlen ; man hätte ja nur die Verjährungshemmung erreichen müssen .","Es ging ja gar nicht unbedingt darum , [START] die Bank [END] zu zwingen , [START] etwas [END] zurückzuzahlen ; [START] man [END] hätte ja nur [START] die Verjährungshemmung [END] erreichen müssen .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Das war ja auch das Ansinnen des Bundesfinanzministeriums unter der damaligen Führung von Wolfgang Schäuble .,[START] Das [END] war ja [START] auch das Ansinnen [END] [START] des Bundesfinanzministeriums [END] unter [START] der damaligen Führung [END] von [START] Wolfgang Schäuble [END] .,"['B', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Warum die Freie und Hansestadt Hamburg und die Finanzbehörden dort nicht reagiert haben , ist für mich nach wie vor nicht erklärlich .","Warum die Freie und [START] Hansestadt [END] Hamburg und [START] die Finanzbehörden [END] dort nicht reagiert haben , ist für [START] mich [END] nach wie vor nicht erklärlich .","['O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Es macht , glaube ich , das Problem aus , dass das nicht erklärbar ist .","[START] Es [END] macht , glaube [START] ich [END] , [START] das Problem [END] aus , dass [START] das [END] nicht erklärbar ist .","['B', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Es wurden teilweise auch Zusammenhänge hergestellt , die ich nicht immer zwingend finde , auch wenn man sie als Opposition vielleicht gerne herstellt .","Es wurden teilweise [START] auch Zusammenhänge [END] hergestellt , [START] die [END] [START] ich [END] nicht immer zwingend finde , auch wenn [START] man [END] [START] sie [END] als [START] Opposition [END] vielleicht gerne herstellt .","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'B', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Natürlich gibt es Fragen .,Natürlich gibt es [START] Fragen [END] .,"['O', 'O', 'O', 'B', 'O']",[0],,"[0, 0, 0, 0, 0]",
"Ich habe mich schon gefragt , warum man , obwohl man mit dem Thema nichts zu tun haben will und keine politische Einflussnahme will , das Schreiben an den Finanzsenator weiterleitet .","[START] Ich [END] habe [START] mich [END] schon gefragt , warum [START] man [END] , obwohl [START] man [END] mit [START] dem Thema [END] [START] nichts [END] zu tun haben will und [START] keine politische Einflussnahme [END] will , [START] das Schreiben [END] an [START] den Finanzsenator [END] weiterleitet .","['B', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'I', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Zu welchem Zweck wird denn das Schreiben an den Finanzsenator weitergeleitet ?,Zu [START] welchem Zweck [END] wird denn [START] das Schreiben [END] an [START] den Finanzsenator [END] weitergeleitet ?,"['O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Doch mit dem Zweck , dass er sich kümmert .","Doch mit [START] dem Zweck [END] , dass [START] er [END] [START] sich [END] kümmert .","['O', 'O', 'B', 'I', 'O', 'O', 'B', 'B', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Das würde ich jedenfalls machen .,[START] Das [END] würde [START] ich [END] jedenfalls machen .,"['B', 'O', 'B', 'O', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0]",
"Wenn mir jemand etwas zuschickt , verstehe ich das als Auftrag , was zu machen .","Wenn [START] mir [END] [START] jemand [END] [START] etwas [END] zuschickt , verstehe [START] ich [END] [START] das [END] als [START] Auftrag [END] , [START] was [END] zu machen .","['O', 'B', 'B', 'B', 'O', 'O', 'O', 'B', 'B', 'O', 'B', 'O', 'B', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Von daher glaube ich schon , dass diese Fragen beantwortet werden müssen .","Von daher glaube [START] ich [END] schon , dass [START] diese Fragen [END] beantwortet werden müssen .","['O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Herr De Masi hat ja auch darauf hingewiesen , dass wir 2017 einen ähnlich gelagerten Fall hatten .","[START] Herr De Masi [END] hat ja auch darauf hingewiesen , dass [START] wir [END] 2017 [START] einen ähnlich gelagerten Fall [END] hatten .","['B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'I', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Da ging es um 43 Millionen Euro .,Da ging es um [START] 43 Millionen Euro [END] .,"['O', 'O', 'O', 'O', 'B', 'I', 'I', 'O']",[0],,"[0, 0, 0, 0, 0, 0, 0, 0]",
"2016 ging es um 47 Millionen Euro , dann um 43 Millionen Euro .","2016 ging es um [START] 47 Millionen Euro [END] , dann um [START] 43 Millionen Euro [END] .","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Dort ist das BMF ja eingeschritten .,Dort ist [START] das BMF [END] ja eingeschritten .,"['O', 'O', 'B', 'I', 'O', 'O', 'O']",[0],,"[0, 0, 0, 0, 0, 0, 0]",
"Wenn es eine Anweisung des Bundesfinanzministeriums nicht gegeben hätte , wären auch die Ansprüche auf diese Beträge verjährt .","Wenn [START] es [END] [START] eine Anweisung [END] [START] des Bundesfinanzministeriums [END] nicht gegeben hätte , wären [START] auch die Ansprüche [END] auf [START] diese Beträge [END] verjährt .","['O', 'B', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Jetzt ist natürlich die Frage : Ist tatsächlich ein Schaden entstanden ?,Jetzt ist natürlich [START] die Frage [END] : Ist tatsächlich [START] ein Schaden [END] entstanden ?,"['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wir können nur hoffen , dass das Landgericht Bonn mit seiner Meinung durchkommt , dass die 170 Millionen Euro von der Warburg-Bank auch zu zahlen sind , wie es im Urteil steht ; denn das ist überhaupt nicht sicher .","[START] Wir [END] können nur hoffen , dass [START] das Landgericht Bonn [END] mit [START] seiner Meinung [END] durchkommt , dass [START] die 170 Millionen Euro [END] von [START] der Warburg-Bank [END] auch zu zahlen sind , wie es im [START] Urteil [END] steht ; denn [START] das [END] ist überhaupt nicht sicher .","['B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
